Number of Faces,Gender,Age,Visual-Positive,Visual-Negative,Visual-Beauty,Vocal-Positive,Vocal-Negative,Vocal-Arousal,Vocal-Valence,Verbal-Positive,Verbal-Negative,Verbal-Warmth,Verbal-Ability
1.00,Male,32.00,0.01,0.44,0.45,0.49,0.01,0.40,-0.02,0.01,0.01,0.03,0.04
